Species Name,Population,Habitat Area (km²),Migration,Reproduction Rate,Predation Risk,Environmental Threat,Region,Forest Type,Urbanization,Extinction Risk
-1.0,1.1800674266738278,-0.1061783787759707,1.2595518480925212,0.1886630172464185,1.2043398968198955,-0.5239910028145017,-1.216872907653849,1.2048493475814932,0.4080167653613041,3
-0.5,1.65682967830019,-1.352773023646063,0.0414765370113736,-0.3564990563038169,-1.2662248854963094,-0.1714904730116971,-1.216872907653849,-1.2431745753375647,0.8929891750434286,3
0.5,-0.6878619853696721,-1.5288457135994662,-1.176598774069774,-0.6035256208812674,-1.2662248854963094,0.8860111163967166,1.2322096280338894,-1.2431745753375647,-0.5272871675970786,3
-0.5,1.4954804321813255,1.0136439293276718,0.0414765370113736,1.372686895738336,-0.0309424943382069,-0.1714904730116971,0.0076683601900203,-0.0191626138780356,0.4426576517671701,3
-1.5,0.7109514668348136,0.4502113214767825,-1.176598774069774,-0.3394627415053721,1.2043398968198955,0.1810100567911074,1.2322096280338894,1.2048493475814932,0.26945321973784,3
1.0,-0.7742192880786852,-1.1133141653094354,-1.176598774069774,0.3505080078316446,-0.0309424943382069,-0.8764915326173064,-1.216872907653849,-0.0191626138780356,0.338734992549572,3
1.5,-0.95538505810378,-0.2188649003461485,0.0414765370113736,-0.9272156020517196,-1.2662248854963094,0.8860111163967166,1.2322096280338894,1.2048493475814932,0.3733758789554381,3
1.0,-0.7600229967929194,-0.7400400626082212,1.2595518480925212,-0.4842714172921533,-1.2662248854963094,-0.8764915326173064,-1.216872907653849,1.2048493475814932,0.6505029702023664,3
1.0,-0.5681996004653141,-0.190693269953604,0.0414765370113736,-0.0924361769279216,1.2043398968198955,0.1810100567911074,1.2322096280338894,-0.0191626138780356,-0.2155191899442843,3
0.0,-0.8844729872628582,0.6544556418227299,1.2595518480925212,-0.8846248150556075,1.2043398968198955,-1.5814925922229155,1.2322096280338894,-0.0191626138780356,-0.3540827355677485,3
-0.5,1.0644155287504928,0.8375712393742689,-1.176598774069774,-1.4638595182027323,-1.2662248854963094,0.8860111163967166,1.2322096280338894,1.2048493475814932,-0.0423147579149542,3
0.0,-0.8628663151886282,-1.1767003336926605,-1.176598774069774,1.4408321549321157,-1.2662248854963094,0.8860111163967166,-1.216872907653849,-0.0191626138780356,-0.6312098268146767,3
0.5,-0.7318246938675274,0.9995581141313996,-1.176598774069774,-0.5864893060828225,1.2043398968198955,-0.1714904730116971,1.2322096280338894,-0.0191626138780356,-1.0122595772792031,3
1.5,-1.01273918506768,0.3656964302991491,0.0414765370113736,-0.2287266953154806,1.2043398968198955,-0.1714904730116971,1.2322096280338894,-1.2431745753375647,1.481884243943151,3
1.0,-0.8920498934622991,1.4150896624214304,-1.176598774069774,0.640125359405207,-1.2662248854963094,-0.8764915326173064,1.2322096280338894,1.2048493475814932,0.2001714469261079,3
1.5,-0.9908827248769853,-0.7611687854026296,1.2595518480925212,0.8445611369865454,-0.0309424943382069,0.533510586593912,0.0076683601900203,1.2048493475814932,1.7243704487842133,3
0.0,-0.9024577316483444,0.6192411038320493,0.0414765370113736,-1.693849767981738,-1.2662248854963094,-0.5239910028145017,1.2322096280338894,-0.0191626138780356,1.239398039102089,3
1.0,-0.6362113537317248,-0.8104691385895824,-1.176598774069774,0.6741979890020967,1.2043398968198955,-0.1714904730116971,-1.216872907653849,-1.2431745753375647,1.412602471131419,3
0.0,-0.8656139844697441,-1.402073376833016,1.2595518480925212,0.2312538042425305,-0.0309424943382069,1.5910121760023257,0.0076683601900203,-1.2431745753375647,-1.6357955325847915,3
-1.0,0.693660578328397,-1.6697038655621883,-1.176598774069774,-1.3616416294120637,1.2043398968198955,-0.8764915326173064,1.2322096280338894,-1.2431745753375647,-1.0469004636850692,3
1.5,-1.011434736015029,-1.6908325883565969,1.2595518480925212,0.0523724988588595,1.2043398968198955,-1.5814925922229155,0.0076683601900203,-1.2431745753375647,1.0315527206668926,3
1.5,-0.9545940624016406,-0.366765959907007,0.0414765370113736,1.6537860899126762,1.2043398968198955,1.5910121760023257,-1.216872907653849,-1.2431745753375647,0.6158620837965003,3
1.5,-0.949390143308618,0.2530099087289712,1.2595518480925212,-1.6768134531832932,-0.0309424943382069,0.533510586593912,-1.216872907653849,-0.0191626138780356,1.3779615847255529,3
1.0,-0.8681396198695578,1.084073005309033,0.0414765370113736,0.9297427109787694,-1.2662248854963094,1.2385116461995211,1.2322096280338894,-1.2431745753375647,-0.2155191899442843,3
-1.0,0.456375744804146,-0.5076241118697293,-1.176598774069774,0.0012635544635249,-1.2662248854963094,-1.5814925922229155,1.2322096280338894,1.2048493475814932,0.3733758789554381,3
1.5,-0.9553295496334544,-1.2541723172721575,-1.176598774069774,0.461244054021536,-0.0309424943382069,-0.1714904730116971,-1.216872907653849,1.2048493475814932,1.308679811913821,3
0.5,-0.4902934623633699,-1.2048719640852048,1.2595518480925212,0.0779269710565266,-1.2662248854963094,-1.228992062420111,0.0076683601900203,1.2048493475814932,-1.3933093277437294,3
-1.5,1.2123872335208938,-0.9301985677578964,-1.176598774069774,1.0660332293663284,-1.2662248854963094,-1.5814925922229155,-1.216872907653849,-0.0191626138780356,0.7890665158258304,3
1.5,-1.027712594938004,1.626376890365514,1.2595518480925212,0.8445611369865454,-0.0309424943382069,0.533510586593912,1.2322096280338894,-0.0191626138780356,-1.3240275549319973,3
1.0,-0.6497276662560022,0.1121517567662489,0.0414765370113736,-1.6001500365902912,-0.0309424943382069,-1.5814925922229155,-1.216872907653849,1.2048493475814932,-0.4233645083794805,3
-0.5,1.8365383509792383,-0.7259542474119489,0.0414765370113736,0.0097817118627471,-1.2662248854963094,-0.8764915326173064,1.2322096280338894,-0.0191626138780356,-0.8390551452498729,3
0.5,-0.785667910083335,-1.4232020996274244,1.2595518480925212,-1.5234866199972896,-1.2662248854963094,0.533510586593912,-1.216872907653849,-0.0191626138780356,-1.2547457821202652,3
-1.0,1.894891630408999,1.260145695262436,1.2595518480925212,0.120517758052639,-1.2662248854963094,-0.5239910028145017,1.2322096280338894,-1.2431745753375647,-1.4625911005554617,3
0.0,-0.9215248912051794,-1.352773023646063,1.2595518480925212,-0.8846248150556075,-0.0309424943382069,-1.228992062420111,1.2322096280338894,-0.0191626138780356,0.5812211973906343,3
1.0,-0.6323118836913532,-0.0498351179908817,1.2595518480925212,-0.3820535285014844,1.2043398968198955,1.5910121760023257,0.0076683601900203,-0.0191626138780356,-1.6704364189906575,3
-1.0,0.695242569732676,-0.063920933187154,1.2595518480925212,1.0319605997694383,-1.2662248854963094,-0.8764915326173064,-1.216872907653849,1.2048493475814932,-1.3933093277437294,3
0.0,-0.8821832628619283,-1.1273999805057076,0.0414765370113736,0.4101351096262014,-0.0309424943382069,0.1810100567911074,-1.216872907653849,1.2048493475814932,1.1354753798844908,3
0.5,-0.4445961141678404,-0.3385943295144625,1.2595518480925212,0.3930987948277565,-0.0309424943382069,0.533510586593912,-1.216872907653849,-0.0191626138780356,1.481884243943151,3
0.5,-0.4516456898991884,-0.2540794383368291,0.0414765370113736,1.543050043722784,-0.0309424943382069,1.5910121760023257,0.0076683601900203,-0.0191626138780356,1.481884243943151,3
-1.0,0.4660480957583774,1.2178882496736192,-1.176598774069774,-1.6427408235864034,-0.0309424943382069,-1.228992062420111,1.2322096280338894,-1.2431745753375647,0.7197847430140984,3
1.5,-1.012697553714936,-1.4795453604125133,0.0414765370113736,0.6145708872075398,-1.2662248854963094,0.533510586593912,-1.216872907653849,-0.0191626138780356,-1.5665137597730596,3
1.0,-0.6451759716893051,-1.4372879148236968,-1.176598774069774,1.100105858963218,-1.2662248854963094,1.5910121760023257,-1.216872907653849,1.2048493475814932,0.234812333331974,3
-1.0,0.3187841239846274,-0.3597230523088708,0.0414765370113736,-0.654634565276602,-1.2662248854963094,-0.8764915326173064,0.0076683601900203,-0.0191626138780356,0.0962487877085098,3
-0.5,1.5114113631647654,0.2459670011308351,0.0414765370113736,-0.7483342966680486,-1.2662248854963094,0.533510586593912,0.0076683601900203,1.2048493475814932,1.1701162662903568,3
-0.5,0.9658463625698532,1.696805966346875,0.0414765370113736,-1.6427408235864034,-1.2662248854963094,0.8860111163967166,0.0076683601900203,1.2048493475814932,-0.873696031655739,3
-0.5,1.5194045828916485,-1.3668588388423355,1.2595518480925212,1.4067595253352256,-1.2662248854963094,0.533510586593912,0.0076683601900203,-1.2431745753375647,0.4080167653613041,3
-1.5,0.6924116377460716,1.450304200412111,0.0414765370113736,1.6708224047111206,1.2043398968198955,0.1810100567911074,0.0076683601900203,-0.0191626138780356,-1.2547457821202652,3
-1.5,1.2697829918375385,0.358653522701013,1.2595518480925212,-1.1912784814276147,-1.2662248854963094,-1.228992062420111,1.2322096280338894,1.2048493475814932,0.3733758789554381,3
0.5,-0.7823512789813819,1.1756308040848025,-1.176598774069774,0.1119996006534164,-0.0309424943382069,1.5910121760023257,0.0076683601900203,-0.0191626138780356,0.0269670148967778,3
1.5,-0.9585074095595936,0.5558549354488242,0.0414765370113736,-1.0805424352377233,1.2043398968198955,-0.5239910028145017,1.2322096280338894,-1.2431745753375647,1.412602471131419,3
1.0,-0.9126712901882502,-1.6767467731603247,1.2595518480925212,-1.5405229347957343,-0.0309424943382069,0.8860111163967166,-1.216872907653849,-0.0191626138780356,0.8237074022316965,3
-0.5,1.4855721702282103,1.6122910751692416,-1.176598774069774,0.4101351096262014,1.2043398968198955,-1.228992062420111,-1.216872907653849,-0.0191626138780356,1.239398039102089,3
